📽清朝著名莲子,#genre#
NewTV超级电影[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225717/.m3u8
NewTV超级电影[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225644/1.m3u8
NewTV超级体育[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225715/.m3u8
NewTV超级体育[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225635/1.m3u8
NewTV超级综艺[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225714/.m3u8
NewTV超级综艺[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225642/1.m3u8
NewTV潮妈辣婆[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225685/.m3u8
NewTV潮妈辣婆[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225542/1.m3u8
NewTV东北热剧[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225741/.m3u8
NewTV东北热剧[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225679/1.m3u8
NewTV动作电影[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225661/.m3u8
NewTV动作电影[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225555/1.m3u8
NewTV古装剧场[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225663/.m3u8
NewTV古装剧场[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225524/1.m3u8
NewTV欢乐剧场[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225742/.m3u8
NewTV欢乐剧场[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225682/1.m3u8
NewTV家庭剧场[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225538/1.m3u8
NewTV家庭剧场[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225677/.m3u8
NewTV金牌综艺[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225666/.m3u8
NewTV金牌综艺[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225525/1.m3u8
NewTV惊悚悬疑[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225553/1.m3u8
NewTV惊悚悬疑[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225665/.m3u8
NewTV精品大剧[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225670/.m3u8
NewTV精品大剧[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225536/1.m3u8
NewTV精品纪录[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225672/.m3u8
NewTV精品纪录[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225545/1.m3u8
NewTV精品体育[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225674/.m3u8
NewTV精品体育[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225526/1.m3u8
NewTV军旅剧场[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225676/.m3u8
NewTV军旅剧场[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225560/1.m3u8
NewTV炫舞未来[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225719/.m3u8
NewTV炫舞未来[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225646/1.m3u8
NewTV怡伴健康[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225571/1.m3u8
NewTV怡伴健康[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225673/.m3u8
NewTV中国功夫[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225681/.m3u8
NewTV中国功夫[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225604/1.m3u8

卫视频道,#genre#
黑龙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225994/1.m3u8
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8
吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8
北京卫视,http://39.134.65.179/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://39.134.65.173/PLTV/88888888/224/3221225678/1.m3u8
山东卫视,http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8
江苏卫视,http://39.134.65.175/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.183/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.173/PLTV/88888888/224/3221225503/1.m3u8
东方卫视,http://39.134.65.179/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.173/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/1.m3u8
浙江卫视,http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.179/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225514/1.m3u8
湖北卫视,http://39.134.65.162/PLTV/88888888/224/3221225569/1.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.183/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.175/PLTV/88888888/224/3221225506/1.m3u8
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8
安多卫视[1024*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225659/.m3u8
安多卫视[1024*576],http://39.134.67.148/PLTV/88888888/224/3221225531/1.m3u8
安徽卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226391/.m3u8
安徽卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225925/1.m3u8
安徽卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226498/.m3u8
安徽卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221225923/1.m3u8
北京卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225728/.m3u8
北京卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226450/.m3u8
北京卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225678/1.m3u8
北京卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225931/1.m3u8
北京卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221225927/1.m3u8
北京卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226251/.m3u8
兵团卫视[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226439/.m3u8
兵团卫视[768*576],http://39.134.67.148/PLTV/88888888/224/3221226005/1.m3u8
东方卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225735/.m3u8
东方卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225738/.m3u8
东方卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226345/.m3u8
东方卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225672/1.m3u8
东方卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225673/1.m3u8
东方卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225942/1.m3u8
东方卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226336/.m3u8
东方卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221225960/1.m3u8
东南卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226341/.m3u8
东南卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225950/1.m3u8
东南卫视[1280*720],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225620/.m3u8
东南卫视[1280*720],http://39.134.67.148/PLTV/88888888/224/3221225500/1.m3u8
东南卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226377/.m3u8
东南卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221226038/1.m3u8
甘肃卫视[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225633/.m3u8
甘肃卫视[768*576],http://39.134.67.148/PLTV/88888888/224/3221225584/1.m3u8
广东卫视[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226374/.m3u8
广东卫视[768*576],http://39.134.67.148/PLTV/88888888/224/3221225962/1.m3u8
广西卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226380/.m3u8
广西卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221226024/1.m3u8
贵州卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226383/.m3u8
贵州卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221226030/1.m3u8
贵州卫视[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225626/.m3u8
贵州卫视[768*576],http://39.134.67.148/PLTV/88888888/224/3221225576/1.m3u8
哈哈炫动[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225657/.m3u8
哈哈炫动[768*576],http://39.134.67.148/PLTV/88888888/224/3221225534/1.m3u8
海南卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226465/.m3u8
海南卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225978/1.m3u8
海南卫视[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225639/.m3u8
海南卫视[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226445/.m3u8
海南卫视[768*576],http://39.134.67.148/PLTV/88888888/224/3221225530/1.m3u8
海南卫视[768*576],http://39.134.67.148/PLTV/88888888/224/3221226026/1.m3u8
河北卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226406/.m3u8
河北卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225961/1.m3u8
河北卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226448/.m3u8
河北卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221225991/1.m3u8
河北卫视[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225623/.m3u8
河北卫视[768*576],http://39.134.67.148/PLTV/88888888/224/3221225495/1.m3u8
河南卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226320/.m3u8
河南卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221226023/1.m3u8
黑龙江都市[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226301/.m3u8
黑龙江都市[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225969/1.m3u8
黑龙江都市[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226427/.m3u8
黑龙江都市[768*576],http://39.134.67.148/PLTV/88888888/224/3221225990/1.m3u8
黑龙江农业科教[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226242/.m3u8
黑龙江农业科教[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225994/1.m3u8
黑龙江农业科教[785*576],http://39.134.67.148/PLTV/88888888/224/3221225998/1.m3u8
黑龙江农业科教[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226492/.m3u8
黑龙江少儿[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226304/.m3u8
黑龙江少儿[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225979/1.m3u8
黑龙江卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226421/.m3u8
黑龙江卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221226006/1.m3u8
黑龙江文体[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226239/.m3u8
黑龙江文体[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225965/1.m3u8
黑龙江文体[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226424/.m3u8
黑龙江文体[768*576],http://39.134.67.148/PLTV/88888888/224/3221226012/1.m3u8
黑龙江新闻法治[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226330/.m3u8
黑龙江新闻法治[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225967/1.m3u8
黑龙江新闻法治[768*576],http://39.134.67.148/PLTV/88888888/224/3221225992/1.m3u8
黑龙江新闻法治[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226368/.m3u8
黑龙江影视[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226365/.m3u8
黑龙江影视[768*576],http://39.134.67.148/PLTV/88888888/224/3221225971/1.m3u8
湖北卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225627/.m3u8
湖北卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226477/.m3u8
湖北卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225569/1.m3u8
湖北卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225975/1.m3u8
湖北卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226501/.m3u8
湖北卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221226015/1.m3u8
湖南卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225610/.m3u8
湖南卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226307/.m3u8
湖南卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225977/1.m3u8
湖南卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226430/.m3u8
湖南卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221226000/1.m3u8
吉林卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226386/.m3u8
吉林卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221226013/1.m3u8
纪实科教[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225729/.m3u8
纪实科教[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225670/1.m3u8
佳木斯新闻综合[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226451/.m3u8
佳木斯新闻综合[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225993/1.m3u8
家有购物[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225597/1.m3u8
家有购物[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225708/.m3u8
江苏卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225613/.m3u8
江苏卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226310/.m3u8
江苏卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225938/1.m3u8
江苏卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226495/.m3u8
江苏卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221225929/1.m3u8
江西卫视[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226344/.m3u8
江西卫视[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225935/1.m3u8
江西卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226504/.m3u8
江西卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221225995/1.m3u8
金鹰卡通[1024*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225653/.m3u8
金鹰卡通[1024*576],http://39.134.67.148/PLTV/88888888/224/3221225561/1.m3u8
睛彩广场舞[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226472/.m3u8
睛彩广场舞[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221226046/1.m3u8
睛彩篮球[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226147/.m3u8
睛彩篮球[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226469/.m3u8
睛彩篮球[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221226027/1.m3u8
睛彩篮球[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225895/1.m3u8
精品影视1[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225521/1.m3u8
精品影视1[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225671/.m3u8
精品影视2[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225550/1.m3u8
精品影视2[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225664/.m3u8
军事[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225668/.m3u8
军事[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225535/1.m3u8
卡酷少儿[1024*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225654/.m3u8
卡酷少儿[1024*576],http://39.134.67.148/PLTV/88888888/224/3221225562/1.m3u8
康巴卫视[1024*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225660/.m3u8
辽宁卫视[1280*720],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225619/.m3u8
辽宁卫视[1280*720],http://39.134.67.148/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视[785*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226254/.m3u8
辽宁卫视[785*576],http://39.134.67.148/PLTV/88888888/224/3221225944/1.m3u8
咪咕乒乓[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225620/1.m3u8
咪咕足球[1920*1080],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226398/.m3u8
